item_id,tier,sample,answer
moc40b605,T3,13,A
moc40b605,T3,14,A
moc40b605,T3,15,A
moc81ca3f,T3,0,A
moc81ca3f,T3,1,PARSE_FAIL
moc81ca3f,T3,2,B
moc81ca3f,T3,3,PARSE_FAIL
moc81ca3f,T3,4,A
moc81ca3f,T3,5,PARSE_FAIL
moc81ca3f,T3,6,A
moc81ca3f,T3,7,A
moc81ca3f,T3,8,PARSE_FAIL
moc81ca3f,T3,9,B
moc81ca3f,T3,10,PARSE_FAIL
moc81ca3f,T3,11,A
moc81ca3f,T3,12,B
moc81ca3f,T3,13,B
moc81ca3f,T3,14,PARSE_FAIL
moc81ca3f,T3,15,A
moc12f23b,T3,0,PARSE_FAIL
moc12f23b,T3,1,PARSE_FAIL
moc12f23b,T3,2,PARSE_FAIL
moc12f23b,T3,3,PARSE_FAIL
moc12f23b,T3,4,PARSE_FAIL
moc12f23b,T3,5,PARSE_FAIL
moc12f23b,T3,6,PARSE_FAIL
moc12f23b,T3,7,PARSE_FAIL
moc12f23b,T3,8,PARSE_FAIL
moc12f23b,T3,9,PARSE_FAIL
moc12f23b,T3,10,PARSE_FAIL
moc12f23b,T3,11,PARSE_FAIL
moc12f23b,T3,12,A
moc12f23b,T3,13,PARSE_FAIL
moc12f23b,T3,14,PARSE_FAIL
moc12f23b,T3,15,PARSE_FAIL
mocb06f32,T3,0,PARSE_FAIL
mocb06f32,T3,1,PARSE_FAIL
mocb06f32,T3,2,PARSE_FAIL
mocb06f32,T3,3,PARSE_FAIL
mocb06f32,T3,4,PARSE_FAIL
mocb06f32,T3,5,PARSE_FAIL
mocb06f32,T3,6,PARSE_FAIL
mocb06f32,T3,7,PARSE_FAIL
mocb06f32,T3,8,PARSE_FAIL
mocb06f32,T3,9,A
mocb06f32,T3,10,PARSE_FAIL
mocb06f32,T3,11,PARSE_FAIL
mocb06f32,T3,12,PARSE_FAIL
mocb06f32,T3,13,PARSE_FAIL
mocb06f32,T3,14,PARSE_FAIL
mocb06f32,T3,15,PARSE_FAIL
moc160f45,T3,0,B
moc160f45,T3,1,B
moc160f45,T3,2,B
moc160f45,T3,3,B
moc160f45,T3,4,B
moc160f45,T3,5,PARSE_FAIL
moc160f45,T3,6,PARSE_FAIL
moc160f45,T3,7,PARSE_FAIL
moc160f45,T3,8,PARSE_FAIL
moc160f45,T3,9,PARSE_FAIL
moc160f45,T3,10,B
moc160f45,T3,11,PARSE_FAIL
moc160f45,T3,12,PARSE_FAIL
moc160f45,T3,13,PARSE_FAIL
moc160f45,T3,14,PARSE_FAIL
moc160f45,T3,15,B
moca9f134,T2,0,PARSE_FAIL
moca9f134,T2,1,PARSE_FAIL
moca9f134,T2,2,PARSE_FAIL
moca9f134,T2,3,PARSE_FAIL
moca9f134,T2,4,PARSE_FAIL
moca9f134,T2,5,PARSE_FAIL
moca9f134,T2,6,B
moca9f134,T2,7,PARSE_FAIL
moca9f134,T2,8,B
moca9f134,T2,9,PARSE_FAIL
moca9f134,T2,10,PARSE_FAIL
moca9f134,T2,11,B
moca9f134,T2,12,B
moca9f134,T2,13,PARSE_FAIL
moca9f134,T2,14,PARSE_FAIL
moca9f134,T2,15,B
moc44de50,T3,0,PARSE_FAIL
moc44de50,T3,1,PARSE_FAIL
moc44de50,T3,2,PARSE_FAIL
moc44de50,T3,3,A
moc44de50,T3,4,A
moc44de50,T3,5,PARSE_FAIL
moc44de50,T3,6,PARSE_FAIL
moc44de50,T3,7,PARSE_FAIL
moc44de50,T3,8,PARSE_FAIL
moc44de50,T3,9,PARSE_FAIL
moc44de50,T3,10,PARSE_FAIL
moc44de50,T3,11,PARSE_FAIL
moc44de50,T3,12,A
moc44de50,T3,13,PARSE_FAIL
moc44de50,T3,14,PARSE_FAIL
moc44de50,T3,15,PARSE_FAIL
moc3e85ee,T3,0,PARSE_FAIL
moc3e85ee,T3,1,PARSE_FAIL
moc3e85ee,T3,2,PARSE_FAIL
moc3e85ee,T3,3,PARSE_FAIL
moc3e85ee,T3,4,PARSE_FAIL
moc3e85ee,T3,5,A
moc3e85ee,T3,6,PARSE_FAIL
moc3e85ee,T3,7,PARSE_FAIL
moc3e85ee,T3,8,PARSE_FAIL
moc3e85ee,T3,9,PARSE_FAIL
moc3e85ee,T3,10,PARSE_FAIL
moc3e85ee,T3,11,PARSE_FAIL
moc3e85ee,T3,12,A
moc3e85ee,T3,13,PARSE_FAIL
moc3e85ee,T3,14,PARSE_FAIL
moc3e85ee,T3,15,PARSE_FAIL
moc6b1777,T2,0,PARSE_FAIL
moc6b1777,T2,1,PARSE_FAIL
moc6b1777,T2,2,PARSE_FAIL
moc6b1777,T2,3,PARSE_FAIL
moc6b1777,T2,4,PARSE_FAIL
moc6b1777,T2,5,PARSE_FAIL
moc6b1777,T2,6,PARSE_FAIL
moc6b1777,T2,7,PARSE_FAIL
moc6b1777,T2,8,PARSE_FAIL
moc6b1777,T2,9,PARSE_FAIL
moc6b1777,T2,10,PARSE_FAIL
moc6b1777,T2,11,PARSE_FAIL
moc6b1777,T2,12,PARSE_FAIL
moc6b1777,T2,13,PARSE_FAIL
moc6b1777,T2,14,PARSE_FAIL
moc6b1777,T2,15,PARSE_FAIL
moce3002a,T3,0,PARSE_FAIL
moce3002a,T3,1,PARSE_FAIL
moce3002a,T3,2,PARSE_FAIL
moce3002a,T3,3,PARSE_FAIL
moce3002a,T3,4,PARSE_FAIL
moce3002a,T3,5,PARSE_FAIL
moce3002a,T3,6,PARSE_FAIL
moce3002a,T3,7,PARSE_FAIL
moce3002a,T3,8,PARSE_FAIL
moce3002a,T3,9,PARSE_FAIL
moce3002a,T3,10,PARSE_FAIL
moce3002a,T3,11,PARSE_FAIL
moce3002a,T3,12,PARSE_FAIL
moce3002a,T3,13,PARSE_FAIL
moce3002a,T3,14,PARSE_FAIL
moce3002a,T3,15,PARSE_FAIL
mocdc24a4,T2,0,B
mocdc24a4,T2,1,B
mocdc24a4,T2,2,PARSE_FAIL
mocdc24a4,T2,3,B
mocdc24a4,T2,4,PARSE_FAIL
mocdc24a4,T2,5,PARSE_FAIL
mocdc24a4,T2,6,PARSE_FAIL
mocdc24a4,T2,7,B
mocdc24a4,T2,8,PARSE_FAIL
mocdc24a4,T2,9,PARSE_FAIL
mocdc24a4,T2,10,B
mocdc24a4,T2,11,B
mocdc24a4,T2,12,B
mocdc24a4,T2,13,PARSE_FAIL
mocdc24a4,T2,14,PARSE_FAIL
mocdc24a4,T2,15,B
moc76e1f2,T2,0,PARSE_FAIL
moc76e1f2,T2,1,PARSE_FAIL
moc76e1f2,T2,2,PARSE_FAIL
moc76e1f2,T2,3,B
moc76e1f2,T2,4,PARSE_FAIL
moc76e1f2,T2,5,PARSE_FAIL
moc76e1f2,T2,6,PARSE_FAIL
moc76e1f2,T2,7,B
moc76e1f2,T2,8,PARSE_FAIL
moc76e1f2,T2,9,PARSE_FAIL
moc76e1f2,T2,10,PARSE_FAIL
moc76e1f2,T2,11,PARSE_FAIL
moc76e1f2,T2,12,B
moc76e1f2,T2,13,PARSE_FAIL
moc76e1f2,T2,14,PARSE_FAIL
moc76e1f2,T2,15,PARSE_FAIL
mocbd3637,T3,0,PARSE_FAIL
mocbd3637,T3,1,PARSE_FAIL
mocbd3637,T3,2,PARSE_FAIL
mocbd3637,T3,3,PARSE_FAIL
mocbd3637,T3,4,B
mocbd3637,T3,5,PARSE_FAIL
mocbd3637,T3,6,B
mocbd3637,T3,7,PARSE_FAIL
mocbd3637,T3,8,PARSE_FAIL
mocbd3637,T3,9,PARSE_FAIL
mocbd3637,T3,10,PARSE_FAIL
mocbd3637,T3,11,PARSE_FAIL
mocbd3637,T3,12,PARSE_FAIL
mocbd3637,T3,13,PARSE_FAIL
mocbd3637,T3,14,PARSE_FAIL
mocbd3637,T3,15,PARSE_FAIL
mocf6e4dd,T3,0,PARSE_FAIL
mocf6e4dd,T3,1,PARSE_FAIL
mocf6e4dd,T3,2,PARSE_FAIL
mocf6e4dd,T3,3,PARSE_FAIL
mocf6e4dd,T3,4,PARSE_FAIL
mocf6e4dd,T3,5,PARSE_FAIL
mocf6e4dd,T3,6,PARSE_FAIL
mocf6e4dd,T3,7,PARSE_FAIL
mocf6e4dd,T3,8,PARSE_FAIL
mocf6e4dd,T3,9,PARSE_FAIL
mocf6e4dd,T3,10,PARSE_FAIL
mocf6e4dd,T3,11,PARSE_FAIL
mocf6e4dd,T3,12,PARSE_FAIL
mocf6e4dd,T3,13,PARSE_FAIL
mocf6e4dd,T3,14,PARSE_FAIL
mocf6e4dd,T3,15,PARSE_FAIL
