item_id,tier,sample,answer
moc33a59f,T2,3,B
moc33a59f,T2,4,B
moc33a59f,T2,5,B
moc33a59f,T2,6,B
moc33a59f,T2,7,B
moc33a59f,T2,8,B
moc33a59f,T2,9,B
moc33a59f,T2,10,B
moc33a59f,T2,11,B
moc33a59f,T2,12,B
moc33a59f,T2,13,B
moc33a59f,T2,14,B
moc33a59f,T2,15,B
moc3cc65e,T2,0,A
moc3cc65e,T2,1,A
moc3cc65e,T2,2,B
moc3cc65e,T2,3,A
moc3cc65e,T2,4,A
moc3cc65e,T2,5,A
moc3cc65e,T2,6,A
moc3cc65e,T2,7,A
moc3cc65e,T2,8,A
moc3cc65e,T2,9,B
moc3cc65e,T2,10,A
moc3cc65e,T2,11,A
moc3cc65e,T2,12,B
moc3cc65e,T2,13,A
moc3cc65e,T2,14,A
moc3cc65e,T2,15,A
mocdca24a,T2,0,A
mocdca24a,T2,1,A
mocdca24a,T2,2,A
mocdca24a,T2,3,A
mocdca24a,T2,4,A
mocdca24a,T2,5,A
mocdca24a,T2,6,A
mocdca24a,T2,7,A
mocdca24a,T2,8,B
mocdca24a,T2,9,A
mocdca24a,T2,10,B
mocdca24a,T2,11,A
mocdca24a,T2,12,B
mocdca24a,T2,13,B
mocdca24a,T2,14,A
mocdca24a,T2,15,A
moc3e85ee,T3,0,A
moc3e85ee,T3,1,A
moc3e85ee,T3,2,A
moc3e85ee,T3,3,A
moc3e85ee,T3,4,A
moc3e85ee,T3,5,B
moc3e85ee,T3,6,A
moc3e85ee,T3,7,A
moc3e85ee,T3,8,A
moc3e85ee,T3,9,A
moc3e85ee,T3,10,A
moc3e85ee,T3,11,A
moc3e85ee,T3,12,A
moc3e85ee,T3,13,A
moc3e85ee,T3,14,A
moc3e85ee,T3,15,A
moc11cfa9,T3,0,A
moc11cfa9,T3,1,A
moc11cfa9,T3,2,A
moc11cfa9,T3,3,A
moc11cfa9,T3,4,A
moc11cfa9,T3,5,A
moc11cfa9,T3,6,A
moc11cfa9,T3,7,A
moc11cfa9,T3,8,A
moc11cfa9,T3,9,A
moc11cfa9,T3,10,A
moc11cfa9,T3,11,A
moc11cfa9,T3,12,A
moc11cfa9,T3,13,A
moc11cfa9,T3,14,A
moc11cfa9,T3,15,A
moc370289,T3,0,A
moc370289,T3,1,A
moc370289,T3,2,A
moc370289,T3,3,A
moc370289,T3,4,A
moc370289,T3,5,A
moc370289,T3,6,A
moc370289,T3,7,A
moc370289,T3,8,A
moc370289,T3,9,A
moc370289,T3,10,A
moc370289,T3,11,A
moc370289,T3,12,A
moc370289,T3,13,A
moc370289,T3,14,A
moc370289,T3,15,A
moc2ed0e7,T3,0,A
moc2ed0e7,T3,1,B
moc2ed0e7,T3,2,B
moc2ed0e7,T3,3,B
moc2ed0e7,T3,4,B
moc2ed0e7,T3,5,B
moc2ed0e7,T3,6,A
moc2ed0e7,T3,7,B
moc2ed0e7,T3,8,B
moc2ed0e7,T3,9,B
moc2ed0e7,T3,10,B
moc2ed0e7,T3,11,B
moc2ed0e7,T3,12,A
moc2ed0e7,T3,13,B
moc2ed0e7,T3,14,A
moc2ed0e7,T3,15,B
moca2d01f,T3,0,A
moca2d01f,T3,1,A
moca2d01f,T3,2,A
moca2d01f,T3,3,A
moca2d01f,T3,4,A
moca2d01f,T3,5,A
moca2d01f,T3,6,A
moca2d01f,T3,7,A
moca2d01f,T3,8,A
moca2d01f,T3,9,A
moca2d01f,T3,10,A
moca2d01f,T3,11,A
moca2d01f,T3,12,A
moca2d01f,T3,13,A
moca2d01f,T3,14,A
moca2d01f,T3,15,A
mocf162a8,T3,0,B
mocf162a8,T3,1,A
mocf162a8,T3,2,B
mocf162a8,T3,3,A
mocf162a8,T3,4,A
mocf162a8,T3,5,B
mocf162a8,T3,6,B
mocf162a8,T3,7,A
mocf162a8,T3,8,A
mocf162a8,T3,9,B
mocf162a8,T3,10,B
mocf162a8,T3,11,A
mocf162a8,T3,12,A
mocf162a8,T3,13,A
mocf162a8,T3,14,B
mocf162a8,T3,15,B
