item_id,tier,sample,answer
moc12f23b,T3,3,A
moc12f23b,T3,4,B
moc12f23b,T3,5,B
moc12f23b,T3,6,B
moc12f23b,T3,7,B
moc12f23b,T3,8,B
moc12f23b,T3,9,B
moc12f23b,T3,10,A
moc12f23b,T3,11,A
moc12f23b,T3,12,B
moc12f23b,T3,13,A
moc12f23b,T3,14,B
moc12f23b,T3,15,B
mocb06f32,T3,0,A
mocb06f32,T3,1,B
mocb06f32,T3,2,A
mocb06f32,T3,3,B
mocb06f32,T3,4,B
mocb06f32,T3,5,B
mocb06f32,T3,6,B
mocb06f32,T3,7,B
mocb06f32,T3,8,A
mocb06f32,T3,9,A
mocb06f32,T3,10,A
mocb06f32,T3,11,A
mocb06f32,T3,12,A
mocb06f32,T3,13,A
mocb06f32,T3,14,A
mocb06f32,T3,15,ABSTAIN
moc160f45,T3,0,A
moc160f45,T3,1,B
moc160f45,T3,2,A
moc160f45,T3,3,B
moc160f45,T3,4,A
moc160f45,T3,5,B
moc160f45,T3,6,A
moc160f45,T3,7,A
moc160f45,T3,8,A
moc160f45,T3,9,B
moc160f45,T3,10,A
moc160f45,T3,11,B
moc160f45,T3,12,A
moc160f45,T3,13,B
moc160f45,T3,14,B
moc160f45,T3,15,B
moca9f134,T2,0,B
moca9f134,T2,1,A
moca9f134,T2,2,B
moca9f134,T2,3,A
moca9f134,T2,4,A
moca9f134,T2,5,B
moca9f134,T2,6,B
moca9f134,T2,7,A
moca9f134,T2,8,A
moca9f134,T2,9,B
moca9f134,T2,10,B
moca9f134,T2,11,A
moca9f134,T2,12,A
moca9f134,T2,13,B
moca9f134,T2,14,A
moca9f134,T2,15,A
moc44de50,T3,0,A
moc44de50,T3,1,B
moc44de50,T3,2,B
moc44de50,T3,3,ABSTAIN
moc44de50,T3,4,B
moc44de50,T3,5,B
moc44de50,T3,6,B
moc44de50,T3,7,A
moc44de50,T3,8,B
moc44de50,T3,9,B
moc44de50,T3,10,B
moc44de50,T3,11,PARSE_FAIL
moc44de50,T3,12,A
moc44de50,T3,13,B
moc44de50,T3,14,A
moc44de50,T3,15,PARSE_FAIL
moc3e85ee,T3,0,B
moc3e85ee,T3,1,B
moc3e85ee,T3,2,B
moc3e85ee,T3,3,B
moc3e85ee,T3,4,A
moc3e85ee,T3,5,B
moc3e85ee,T3,6,B
moc3e85ee,T3,7,B
moc3e85ee,T3,8,B
moc3e85ee,T3,9,A
moc3e85ee,T3,10,ABSTAIN
moc3e85ee,T3,11,B
moc3e85ee,T3,12,B
moc3e85ee,T3,13,A
moc3e85ee,T3,14,PARSE_FAIL
moc3e85ee,T3,15,B
moc6b1777,T2,0,B
moc6b1777,T2,1,B
moc6b1777,T2,2,B
moc6b1777,T2,3,B
moc6b1777,T2,4,B
moc6b1777,T2,5,A
moc6b1777,T2,6,A
moc6b1777,T2,7,A
moc6b1777,T2,8,B
moc6b1777,T2,9,PARSE_FAIL
moc6b1777,T2,10,B
moc6b1777,T2,11,A
moc6b1777,T2,12,B
moc6b1777,T2,13,B
moc6b1777,T2,14,A
moc6b1777,T2,15,B
moce3002a,T3,0,B
moce3002a,T3,1,A
moce3002a,T3,2,B
moce3002a,T3,3,B
moce3002a,T3,4,A
moce3002a,T3,5,B
moce3002a,T3,6,B
moce3002a,T3,7,A
moce3002a,T3,8,B
moce3002a,T3,9,A
moce3002a,T3,10,B
moce3002a,T3,11,B
moce3002a,T3,12,B
moce3002a,T3,13,B
moce3002a,T3,14,B
moce3002a,T3,15,A
mocdc24a4,T2,0,A
mocdc24a4,T2,1,A
mocdc24a4,T2,2,A
mocdc24a4,T2,3,B
mocdc24a4,T2,4,B
mocdc24a4,T2,5,A
mocdc24a4,T2,6,B
mocdc24a4,T2,7,A
mocdc24a4,T2,8,B
mocdc24a4,T2,9,A
mocdc24a4,T2,10,B
mocdc24a4,T2,11,B
mocdc24a4,T2,12,B
mocdc24a4,T2,13,B
mocdc24a4,T2,14,A
mocdc24a4,T2,15,A
moc76e1f2,T2,0,B
moc76e1f2,T2,1,A
moc76e1f2,T2,2,B
moc76e1f2,T2,3,A
moc76e1f2,T2,4,B
moc76e1f2,T2,5,B
moc76e1f2,T2,6,B
moc76e1f2,T2,7,B
moc76e1f2,T2,8,A
moc76e1f2,T2,9,A
moc76e1f2,T2,10,B
moc76e1f2,T2,11,B
moc76e1f2,T2,12,B
moc76e1f2,T2,13,B
moc76e1f2,T2,14,B
moc76e1f2,T2,15,ABSTAIN
mocbd3637,T3,0,B
mocbd3637,T3,1,B
mocbd3637,T3,2,B
mocbd3637,T3,3,B
mocbd3637,T3,4,B
mocbd3637,T3,5,B
mocbd3637,T3,6,B
mocbd3637,T3,7,B
mocbd3637,T3,8,B
mocbd3637,T3,9,B
mocbd3637,T3,10,B
mocbd3637,T3,11,B
mocbd3637,T3,12,B
mocbd3637,T3,13,B
mocbd3637,T3,14,B
mocbd3637,T3,15,B
mocf6e4dd,T3,0,B
mocf6e4dd,T3,1,B
mocf6e4dd,T3,2,B
mocf6e4dd,T3,3,B
mocf6e4dd,T3,4,B
mocf6e4dd,T3,5,B
mocf6e4dd,T3,6,B
mocf6e4dd,T3,7,B
mocf6e4dd,T3,8,B
mocf6e4dd,T3,9,B
mocf6e4dd,T3,10,B
mocf6e4dd,T3,11,B
mocf6e4dd,T3,12,B
mocf6e4dd,T3,13,B
mocf6e4dd,T3,14,B
mocf6e4dd,T3,15,B
moc9cbc72,T3,0,A
moc9cbc72,T3,1,B
moc9cbc72,T3,2,A
moc9cbc72,T3,3,A
moc9cbc72,T3,4,A
moc9cbc72,T3,5,A
moc9cbc72,T3,6,A
moc9cbc72,T3,7,B
moc9cbc72,T3,8,B
moc9cbc72,T3,9,B
moc9cbc72,T3,10,B
moc9cbc72,T3,11,B
moc9cbc72,T3,12,A
moc9cbc72,T3,13,B
moc9cbc72,T3,14,B
moc9cbc72,T3,15,B
moc627c78,T2,0,B
moc627c78,T2,1,B
moc627c78,T2,2,A
moc627c78,T2,3,B
moc627c78,T2,4,A
moc627c78,T2,5,B
moc627c78,T2,6,B
moc627c78,T2,7,B
moc627c78,T2,8,A
moc627c78,T2,9,A
moc627c78,T2,10,B
moc627c78,T2,11,B
moc627c78,T2,12,B
moc627c78,T2,13,B
moc627c78,T2,14,B
moc627c78,T2,15,A
mocf8fa13,T2,0,B
mocf8fa13,T2,1,B
mocf8fa13,T2,2,B
mocf8fa13,T2,3,B
mocf8fa13,T2,4,B
mocf8fa13,T2,5,B
mocf8fa13,T2,6,B
mocf8fa13,T2,7,B
mocf8fa13,T2,8,B
mocf8fa13,T2,9,A
mocf8fa13,T2,10,B
mocf8fa13,T2,11,A
mocf8fa13,T2,12,B
mocf8fa13,T2,13,B
mocf8fa13,T2,14,B
mocf8fa13,T2,15,B
moc3d5311,T3,0,B
moc3d5311,T3,1,B
moc3d5311,T3,2,A
moc3d5311,T3,3,B
moc3d5311,T3,4,B
moc3d5311,T3,5,B
moc3d5311,T3,6,B
moc3d5311,T3,7,B
moc3d5311,T3,8,A
moc3d5311,T3,9,B
moc3d5311,T3,10,A
moc3d5311,T3,11,A
moc3d5311,T3,12,A
moc3d5311,T3,13,A
moc3d5311,T3,14,A
moc3d5311,T3,15,A
mocf2a047,T3,0,B
mocf2a047,T3,1,B
mocf2a047,T3,2,A
mocf2a047,T3,3,A
mocf2a047,T3,4,PARSE_FAIL
mocf2a047,T3,5,A
mocf2a047,T3,6,B
mocf2a047,T3,7,PARSE_FAIL
mocf2a047,T3,8,B
mocf2a047,T3,9,B
mocf2a047,T3,10,B
mocf2a047,T3,11,B
mocf2a047,T3,12,B
mocf2a047,T3,13,A
mocf2a047,T3,14,B
mocf2a047,T3,15,B
moca3499d,T3,0,A
moca3499d,T3,1,B
moca3499d,T3,2,B
moca3499d,T3,3,B
moca3499d,T3,4,PARSE_FAIL
moca3499d,T3,5,B
moca3499d,T3,6,B
moca3499d,T3,7,B
moca3499d,T3,8,B
moca3499d,T3,9,B
moca3499d,T3,10,B
moca3499d,T3,11,B
moca3499d,T3,12,A
moca3499d,T3,13,B
moca3499d,T3,14,B
moca3499d,T3,15,B
moc5b7d3b,T3,0,B
moc5b7d3b,T3,1,B
moc5b7d3b,T3,2,B
moc5b7d3b,T3,3,B
moc5b7d3b,T3,4,B
moc5b7d3b,T3,5,B
moc5b7d3b,T3,6,B
moc5b7d3b,T3,7,B
moc5b7d3b,T3,8,B
moc5b7d3b,T3,9,B
moc5b7d3b,T3,10,B
moc5b7d3b,T3,11,B
moc5b7d3b,T3,12,B
moc5b7d3b,T3,13,B
moc5b7d3b,T3,14,B
moc5b7d3b,T3,15,B
mocd13afc,T3,0,B
mocd13afc,T3,1,B
mocd13afc,T3,2,B
mocd13afc,T3,3,B
mocd13afc,T3,4,B
mocd13afc,T3,5,B
mocd13afc,T3,6,B
mocd13afc,T3,7,B
mocd13afc,T3,8,B
mocd13afc,T3,9,B
mocd13afc,T3,10,B
mocd13afc,T3,11,B
mocd13afc,T3,12,B
mocd13afc,T3,13,B
mocd13afc,T3,14,B
mocd13afc,T3,15,B
moc690c03,T3,0,A
moc690c03,T3,1,B
moc690c03,T3,2,B
moc690c03,T3,3,B
moc690c03,T3,4,B
moc690c03,T3,5,B
moc690c03,T3,6,B
moc690c03,T3,7,B
moc690c03,T3,8,B
moc690c03,T3,9,B
moc690c03,T3,10,B
moc690c03,T3,11,B
moc690c03,T3,12,A
moc690c03,T3,13,B
moc690c03,T3,14,B
moc690c03,T3,15,B
moc7a253b,T2,0,B
moc7a253b,T2,1,B
moc7a253b,T2,2,B
moc7a253b,T2,3,B
moc7a253b,T2,4,B
moc7a253b,T2,5,A
moc7a253b,T2,6,B
moc7a253b,T2,7,A
moc7a253b,T2,8,A
moc7a253b,T2,9,A
moc7a253b,T2,10,A
moc7a253b,T2,11,B
moc7a253b,T2,12,A
moc7a253b,T2,13,A
moc7a253b,T2,14,B
moc7a253b,T2,15,A
moc140a92,T2,0,B
moc140a92,T2,1,B
moc140a92,T2,2,PARSE_FAIL
moc140a92,T2,3,A
moc140a92,T2,4,B
moc140a92,T2,5,B
moc140a92,T2,6,B
moc140a92,T2,7,B
moc140a92,T2,8,A
moc140a92,T2,9,A
moc140a92,T2,10,A
moc140a92,T2,11,A
moc140a92,T2,12,A
moc140a92,T2,13,A
moc140a92,T2,14,A
moc140a92,T2,15,PARSE_FAIL
moc3cc65e,T2,0,A
moc3cc65e,T2,1,A
moc3cc65e,T2,2,A
moc3cc65e,T2,3,A
moc3cc65e,T2,4,B
moc3cc65e,T2,5,A
moc3cc65e,T2,6,A
moc3cc65e,T2,7,A
moc3cc65e,T2,8,A
moc3cc65e,T2,9,A
moc3cc65e,T2,10,B
moc3cc65e,T2,11,A
moc3cc65e,T2,12,A
moc3cc65e,T2,13,A
moc3cc65e,T2,14,B
moc3cc65e,T2,15,A
moc8ea573,T3,0,B
moc8ea573,T3,1,A
moc8ea573,T3,2,A
moc8ea573,T3,3,A
moc8ea573,T3,4,B
moc8ea573,T3,5,B
moc8ea573,T3,6,A
moc8ea573,T3,7,B
moc8ea573,T3,8,B
moc8ea573,T3,9,A
moc8ea573,T3,10,B
moc8ea573,T3,11,A
moc8ea573,T3,12,B
moc8ea573,T3,13,B
moc8ea573,T3,14,A
moc8ea573,T3,15,PARSE_FAIL
moc625121,T3,0,B
moc625121,T3,1,A
moc625121,T3,2,A
moc625121,T3,3,A
moc625121,T3,4,A
moc625121,T3,5,A
moc625121,T3,6,A
moc625121,T3,7,A
moc625121,T3,8,B
moc625121,T3,9,A
moc625121,T3,10,A
moc625121,T3,11,A
moc625121,T3,12,A
moc625121,T3,13,A
moc625121,T3,14,A
moc625121,T3,15,A
moc9bd403,T2,0,B
moc9bd403,T2,1,B
moc9bd403,T2,2,B
moc9bd403,T2,3,B
moc9bd403,T2,4,B
moc9bd403,T2,5,B
moc9bd403,T2,6,B
moc9bd403,T2,7,B
moc9bd403,T2,8,B
moc9bd403,T2,9,B
moc9bd403,T2,10,B
moc9bd403,T2,11,B
moc9bd403,T2,12,B
moc9bd403,T2,13,B
moc9bd403,T2,14,B
moc9bd403,T2,15,B
mocffcaea,T2,0,A
mocffcaea,T2,1,B
mocffcaea,T2,2,B
mocffcaea,T2,3,B
mocffcaea,T2,4,B
mocffcaea,T2,5,B
mocffcaea,T2,6,B
mocffcaea,T2,7,A
mocffcaea,T2,8,A
mocffcaea,T2,9,A
mocffcaea,T2,10,A
mocffcaea,T2,11,B
mocffcaea,T2,12,A
mocffcaea,T2,13,B
mocffcaea,T2,14,A
mocffcaea,T2,15,B
moc691ff2,T3,0,B
moc691ff2,T3,1,B
moc691ff2,T3,2,B
moc691ff2,T3,3,B
moc691ff2,T3,4,B
moc691ff2,T3,5,B
moc691ff2,T3,6,B
moc691ff2,T3,7,B
moc691ff2,T3,8,B
moc691ff2,T3,9,B
moc691ff2,T3,10,PARSE_FAIL
moc691ff2,T3,11,B
moc691ff2,T3,12,B
moc691ff2,T3,13,B
moc691ff2,T3,14,B
moc691ff2,T3,15,B
mocced275,T3,0,A
mocced275,T3,1,A
mocced275,T3,2,B
mocced275,T3,3,A
mocced275,T3,4,B
mocced275,T3,5,A
mocced275,T3,6,B
mocced275,T3,7,A
mocced275,T3,8,A
mocced275,T3,9,A
mocced275,T3,10,PARSE_FAIL
mocced275,T3,11,A
mocced275,T3,12,A
mocced275,T3,13,A
mocced275,T3,14,B
mocced275,T3,15,A
moc6e7234,T1,0,B
moc6e7234,T1,1,PARSE_FAIL
moc6e7234,T1,2,B
moc6e7234,T1,3,A
moc6e7234,T1,4,A
moc6e7234,T1,5,A
moc6e7234,T1,6,B
moc6e7234,T1,7,B
moc6e7234,T1,8,B
moc6e7234,T1,9,B
moc6e7234,T1,10,B
moc6e7234,T1,11,B
moc6e7234,T1,12,A
moc6e7234,T1,13,A
moc6e7234,T1,14,B
moc6e7234,T1,15,B
moc0dd727,T2,0,B
moc0dd727,T2,1,A
moc0dd727,T2,2,B
moc0dd727,T2,3,A
moc0dd727,T2,4,B
moc0dd727,T2,5,A
moc0dd727,T2,6,B
moc0dd727,T2,7,B
moc0dd727,T2,8,B
moc0dd727,T2,9,B
moc0dd727,T2,10,B
moc0dd727,T2,11,A
moc0dd727,T2,12,A
moc0dd727,T2,13,B
moc0dd727,T2,14,B
moc0dd727,T2,15,B
moc49a114,T3,0,A
moc49a114,T3,1,A
moc49a114,T3,2,A
moc49a114,T3,3,B
moc49a114,T3,4,A
moc49a114,T3,5,A
moc49a114,T3,6,A
moc49a114,T3,7,A
moc49a114,T3,8,B
moc49a114,T3,9,A
moc49a114,T3,10,A
moc49a114,T3,11,A
moc49a114,T3,12,B
moc49a114,T3,13,B
moc49a114,T3,14,A
moc49a114,T3,15,A
moc68bf35,T3,0,A
moc68bf35,T3,1,A
moc68bf35,T3,2,A
moc68bf35,T3,3,A
moc68bf35,T3,4,A
moc68bf35,T3,5,B
moc68bf35,T3,6,A
moc68bf35,T3,7,A
moc68bf35,T3,8,A
moc68bf35,T3,9,A
moc68bf35,T3,10,B
moc68bf35,T3,11,A
moc68bf35,T3,12,A
moc68bf35,T3,13,A
moc68bf35,T3,14,A
moc68bf35,T3,15,A
moc449b4f,T3,0,B
moc449b4f,T3,1,B
moc449b4f,T3,2,A
moc449b4f,T3,3,A
moc449b4f,T3,4,A
moc449b4f,T3,5,A
moc449b4f,T3,6,A
moc449b4f,T3,7,A
moc449b4f,T3,8,B
moc449b4f,T3,9,A
moc449b4f,T3,10,A
moc449b4f,T3,11,B
moc449b4f,T3,12,PARSE_FAIL
moc449b4f,T3,13,B
moc449b4f,T3,14,B
moc449b4f,T3,15,B
mocbc8d06,T2,0,A
mocbc8d06,T2,1,A
mocbc8d06,T2,2,A
mocbc8d06,T2,3,A
mocbc8d06,T2,4,PARSE_FAIL
mocbc8d06,T2,5,A
mocbc8d06,T2,6,A
mocbc8d06,T2,7,PARSE_FAIL
mocbc8d06,T2,8,A
mocbc8d06,T2,9,PARSE_FAIL
mocbc8d06,T2,10,B
mocbc8d06,T2,11,A
mocbc8d06,T2,12,PARSE_FAIL
mocbc8d06,T2,13,B
mocbc8d06,T2,14,A
mocbc8d06,T2,15,PARSE_FAIL
moc877bf6,T3,0,B
moc877bf6,T3,1,B
moc877bf6,T3,2,B
moc877bf6,T3,3,B
moc877bf6,T3,4,B
moc877bf6,T3,5,B
moc877bf6,T3,6,B
moc877bf6,T3,7,ABSTAIN
moc877bf6,T3,8,B
moc877bf6,T3,9,B
moc877bf6,T3,10,B
moc877bf6,T3,11,B
moc877bf6,T3,12,A
moc877bf6,T3,13,A
moc877bf6,T3,14,B
moc877bf6,T3,15,B
moc370289,T3,0,PARSE_FAIL
moc370289,T3,1,A
moc370289,T3,2,A
moc370289,T3,3,B
moc370289,T3,4,ABSTAIN
moc370289,T3,5,A
moc370289,T3,6,A
moc370289,T3,7,A
moc370289,T3,8,A
moc370289,T3,9,PARSE_FAIL
moc370289,T3,10,B
moc370289,T3,11,B
moc370289,T3,12,B
moc370289,T3,13,A
moc370289,T3,14,B
moc370289,T3,15,A
moc1b6fc1,T3,0,B
moc1b6fc1,T3,1,B
moc1b6fc1,T3,2,B
moc1b6fc1,T3,3,B
moc1b6fc1,T3,4,B
moc1b6fc1,T3,5,B
moc1b6fc1,T3,6,B
moc1b6fc1,T3,7,B
moc1b6fc1,T3,8,B
moc1b6fc1,T3,9,B
moc1b6fc1,T3,10,B
moc1b6fc1,T3,11,A
moc1b6fc1,T3,12,A
moc1b6fc1,T3,13,A
moc1b6fc1,T3,14,B
moc1b6fc1,T3,15,PARSE_FAIL
mocd9376a,T3,0,B
mocd9376a,T3,1,B
mocd9376a,T3,2,B
mocd9376a,T3,3,A
mocd9376a,T3,4,B
mocd9376a,T3,5,B
mocd9376a,T3,6,PARSE_FAIL
mocd9376a,T3,7,B
mocd9376a,T3,8,B
mocd9376a,T3,9,B
mocd9376a,T3,10,B
mocd9376a,T3,11,B
mocd9376a,T3,12,B
mocd9376a,T3,13,B
mocd9376a,T3,14,B
mocd9376a,T3,15,B
moc881c45,T1,0,A
moc881c45,T1,1,A
moc881c45,T1,2,A
moc881c45,T1,3,B
moc881c45,T1,4,B
moc881c45,T1,5,B
moc881c45,T1,6,A
moc881c45,T1,7,B
moc881c45,T1,8,B
moc881c45,T1,9,A
moc881c45,T1,10,A
moc881c45,T1,11,B
moc881c45,T1,12,B
moc881c45,T1,13,A
moc881c45,T1,14,A
moc881c45,T1,15,A
moc355dce,T3,0,PARSE_FAIL
moc355dce,T3,1,A
moc355dce,T3,2,A
moc355dce,T3,3,A
moc355dce,T3,4,A
moc355dce,T3,5,A
moc355dce,T3,6,A
moc355dce,T3,7,A
moc355dce,T3,8,PARSE_FAIL
moc355dce,T3,9,A
moc355dce,T3,10,PARSE_FAIL
moc355dce,T3,11,A
moc355dce,T3,12,A
moc355dce,T3,13,PARSE_FAIL
moc355dce,T3,14,A
moc355dce,T3,15,B
mocbdf4c6,T3,0,PARSE_FAIL
mocbdf4c6,T3,1,A
mocbdf4c6,T3,2,B
mocbdf4c6,T3,3,A
mocbdf4c6,T3,4,PARSE_FAIL
mocbdf4c6,T3,5,A
mocbdf4c6,T3,6,B
mocbdf4c6,T3,7,PARSE_FAIL
mocbdf4c6,T3,8,B
mocbdf4c6,T3,9,A
mocbdf4c6,T3,10,B
mocbdf4c6,T3,11,B
mocbdf4c6,T3,12,B
mocbdf4c6,T3,13,A
mocbdf4c6,T3,14,A
mocbdf4c6,T3,15,B
moc345121,T3,0,B
moc345121,T3,1,B
moc345121,T3,2,B
moc345121,T3,3,B
moc345121,T3,4,B
moc345121,T3,5,B
moc345121,T3,6,B
moc345121,T3,7,B
moc345121,T3,8,B
moc345121,T3,9,B
moc345121,T3,10,B
moc345121,T3,11,B
moc345121,T3,12,B
moc345121,T3,13,B
moc345121,T3,14,B
moc345121,T3,15,B
moc420eae,T2,0,A
moc420eae,T2,1,PARSE_FAIL
moc420eae,T2,2,A
moc420eae,T2,3,B
moc420eae,T2,4,B
moc420eae,T2,5,B
moc420eae,T2,6,B
moc420eae,T2,7,B
moc420eae,T2,8,A
moc420eae,T2,9,B
moc420eae,T2,10,A
moc420eae,T2,11,B
moc420eae,T2,12,B
moc420eae,T2,13,B
moc420eae,T2,14,B
moc420eae,T2,15,B
moceb1e6d,T3,0,B
moceb1e6d,T3,1,B
moceb1e6d,T3,2,A
moceb1e6d,T3,3,A
moceb1e6d,T3,4,A
moceb1e6d,T3,5,B
moceb1e6d,T3,6,A
moceb1e6d,T3,7,B
moceb1e6d,T3,8,A
moceb1e6d,T3,9,A
moceb1e6d,T3,10,A
moceb1e6d,T3,11,B
moceb1e6d,T3,12,PARSE_FAIL
moceb1e6d,T3,13,A
moceb1e6d,T3,14,A
moceb1e6d,T3,15,A
moc4d9b80,T3,0,B
moc4d9b80,T3,1,PARSE_FAIL
moc4d9b80,T3,2,B
moc4d9b80,T3,3,A
moc4d9b80,T3,4,B
moc4d9b80,T3,5,B
moc4d9b80,T3,6,B
moc4d9b80,T3,7,B
moc4d9b80,T3,8,B
moc4d9b80,T3,9,B
moc4d9b80,T3,10,B
moc4d9b80,T3,11,B
moc4d9b80,T3,12,B
moc4d9b80,T3,13,B
moc4d9b80,T3,14,B
moc4d9b80,T3,15,B
moc50eeed,T3,0,B
moc50eeed,T3,1,B
moc50eeed,T3,2,B
moc50eeed,T3,3,B
moc50eeed,T3,4,B
moc50eeed,T3,5,B
moc50eeed,T3,6,B
moc50eeed,T3,7,B
moc50eeed,T3,8,B
moc50eeed,T3,9,A
moc50eeed,T3,10,B
moc50eeed,T3,11,A
moc50eeed,T3,12,B
moc50eeed,T3,13,B
moc50eeed,T3,14,B
moc50eeed,T3,15,B
moc5634d9,T3,0,B
moc5634d9,T3,1,B
moc5634d9,T3,2,B
moc5634d9,T3,3,B
moc5634d9,T3,4,B
moc5634d9,T3,5,A
moc5634d9,T3,6,B
moc5634d9,T3,7,B
moc5634d9,T3,8,B
moc5634d9,T3,9,B
moc5634d9,T3,10,PARSE_FAIL
moc5634d9,T3,11,B
moc5634d9,T3,12,B
moc5634d9,T3,13,B
moc5634d9,T3,14,B
moc5634d9,T3,15,B
moc77c514,T3,0,A
moc77c514,T3,1,A
moc77c514,T3,2,B
moc77c514,T3,3,B
moc77c514,T3,4,A
moc77c514,T3,5,B
moc77c514,T3,6,A
moc77c514,T3,7,B
moc77c514,T3,8,B
moc77c514,T3,9,A
moc77c514,T3,10,B
moc77c514,T3,11,B
moc77c514,T3,12,B
moc77c514,T3,13,B
moc77c514,T3,14,B
moc77c514,T3,15,A
moc756737,T3,0,B
moc756737,T3,1,B
moc756737,T3,2,B
moc756737,T3,3,B
moc756737,T3,4,B
moc756737,T3,5,B
moc756737,T3,6,B
moc756737,T3,7,B
moc756737,T3,8,B
moc756737,T3,9,B
moc756737,T3,10,B
moc756737,T3,11,B
moc756737,T3,12,A
moc756737,T3,13,B
moc756737,T3,14,B
moc756737,T3,15,B
moc393889,T2,0,B
moc393889,T2,1,B
moc393889,T2,2,B
moc393889,T2,3,B
moc393889,T2,4,B
moc393889,T2,5,B
moc393889,T2,6,PARSE_FAIL
moc393889,T2,7,B
moc393889,T2,8,PARSE_FAIL
moc393889,T2,9,B
moc393889,T2,10,B
moc393889,T2,11,B
moc393889,T2,12,B
moc393889,T2,13,B
moc393889,T2,14,B
moc393889,T2,15,B
moc2ee4a2,T2,0,B
moc2ee4a2,T2,1,B
moc2ee4a2,T2,2,B
moc2ee4a2,T2,3,B
moc2ee4a2,T2,4,B
moc2ee4a2,T2,5,B
moc2ee4a2,T2,6,B
moc2ee4a2,T2,7,B
moc2ee4a2,T2,8,A
moc2ee4a2,T2,9,A
moc2ee4a2,T2,10,A
moc2ee4a2,T2,11,B
moc2ee4a2,T2,12,B
moc2ee4a2,T2,13,B
moc2ee4a2,T2,14,B
moc2ee4a2,T2,15,B
moc32e314,T2,0,PARSE_FAIL
moc32e314,T2,1,A
moc32e314,T2,2,A
moc32e314,T2,3,B
