item_id,tier,sample,answer
moc76e1f2,T2,15,B
mocbd3637,T3,0,B
mocbd3637,T3,1,A
mocbd3637,T3,2,B
mocbd3637,T3,3,A
mocbd3637,T3,4,B
mocbd3637,T3,5,A
mocbd3637,T3,6,B
mocbd3637,T3,7,B
mocbd3637,T3,8,B
mocbd3637,T3,9,B
mocbd3637,T3,10,B
mocbd3637,T3,11,B
mocbd3637,T3,12,A
mocbd3637,T3,13,A
mocbd3637,T3,14,B
mocbd3637,T3,15,A
mocf6e4dd,T3,0,B
mocf6e4dd,T3,1,B
mocf6e4dd,T3,2,B
mocf6e4dd,T3,3,B
mocf6e4dd,T3,4,B
mocf6e4dd,T3,5,B
mocf6e4dd,T3,6,B
mocf6e4dd,T3,7,B
mocf6e4dd,T3,8,B
mocf6e4dd,T3,9,B
mocf6e4dd,T3,10,B
mocf6e4dd,T3,11,B
mocf6e4dd,T3,12,B
mocf6e4dd,T3,13,B
mocf6e4dd,T3,14,B
mocf6e4dd,T3,15,B
